-2.02498,-1.899997,-0.669411
50.02,-99.997,-80.711
-0.825,-0.775,10
-0.6,-0.55,10
-0.375,-0.325,10
-2.5,2.5,10
-2.5,2.5,10
-2.5,2.5,10
0.0002,1,0
